Name,Device ID,Scheduled Time,Issued Time,Response Time,Duration (seconds) from scheduled to completion time,Duration (seconds) from first response to completion time,[3_CAL] Geboortedatum:,[4_SAQ] Geslacht:
62626,8daec090f05ee8ac,2022-11-04 10:07:35 CET,2022-11-04 10:07:35 CET,2022-11-04 10:21:35 CET,840.361,52,01/08/1989,2
62627,388b40fdb6bc932c,2022-11-04 10:52:50 CET,2022-11-04 10:52:50 CET,2022-11-04 11:41:11 CET,2901.907,52,31/07/1990,2
62629,D739406417FD486D9F2F6870CA17EFFB,2022-11-04 12:02:30 CET,2022-11-04 12:02:30 CET,2022-11-04 12:09:20 CET,409.308,63,10/09/1991,1
62634,a03bd421eac5e02e,2022-11-04 14:13:29 CET,2022-11-04 14:13:29 CET,2022-11-04 14:20:49 CET,439.8,39,18/09/1994,2
62635,0C8E267651614745AEEA2036B4387B31,2022-11-04 14:20:45 CET,2022-11-04 14:20:45 CET,2022-11-04 14:22:30 CET,104.61,82,29/10/1992,2
62708,83b2792d98ec0e9b,2022-11-05 10:08:02 CET,2022-11-05 10:08:02 CET,2022-11-05 10:22:03 CET,840.512,573,05/07/1996,2
62711,E8E2F2BDA01E472EA66FFA3695BD01D6,2022-11-05 11:14:11 CET,2022-11-05 11:14:11 CET,2022-11-05 11:18:00 CET,229.541,99,10/06/1991,2
62731,1a7c35b3be9eb62a,2022-11-05 18:45:09 GMT,2022-11-05 18:45:09 GMT,2022-11-05 18:52:28 GMT,438.584,98,31/03/1987,2
62736,6C13007EE8B54A0CB040FF8D2E779BCA,2022-11-06 09:10:09 CET,2022-11-06 09:10:09 CET,2022-11-06 09:12:14 CET,125.253,67,09/12/1987,2
62738,CF388728C47A4ADA9DA2DDD66EA39522,2022-11-06 11:30:17 CET,2022-11-06 11:30:17 CET,2022-11-06 12:24:09 CET,3232.69,32,10/09/1991,1
62739,d8b2e46be31fbcd9,2022-11-06 12:56:22 CET,2022-11-06 12:56:22 CET,2022-11-06 13:00:37 CET,254.834,72,12/01/1989,2
62748,48c40de94e878dcc,2022-11-06 14:56:35 CET,2022-11-06 14:56:35 CET,2022-11-06 15:08:39 CET,724.157,171,13/06/1992,2
62749,4141093f3e0aeff1,2022-11-06 15:08:21 CET,2022-11-06 15:08:21 CET,2022-11-06 15:16:10 CET,468.991,171,13/06/1992,2
62753,f36a5def007054d8,2022-11-06 16:32:15 CET,2022-11-06 16:32:15 CET,2022-11-06 16:38:52 CET,396.145,42,07/03/1996,2
62776,6d804ec51797cee3,2022-11-07 10:42:44 CET,2022-11-07 10:42:44 CET,2022-11-07 10:54:23 CET,699.03,58,22/11/1996,2
62777,f4cd2339989bd0ef,2022-11-07 10:45:23 CET,2022-11-07 10:45:23 CET,2022-11-07 11:05:09 CET,1185.973,57,30/05/1990,1
62784,7EDE9718796D438E964AA57E2F283557,2022-11-07 14:26:43 CET,2022-11-07 14:26:43 CET,2022-11-07 14:29:16 CET,153.043,55,13/10/1994,1
62790,02ADDFA3514E41E1979D31A39158E341,2022-11-07 17:17:04 CET,2022-11-07 17:17:04 CET,2022-11-07 17:19:20 CET,136.019,68,31/03/1994,1
62793,9FE672611B614C328A965F2E3178BB8C,2022-11-07 17:45:50 CET,2022-11-07 17:45:50 CET,2022-11-07 17:46:58 CET,67.891,45,09/05/1995,2
62811,326e6ab3c6c21c7f,2022-11-07 18:53:06 CET,2022-11-07 18:53:06 CET,2022-11-07 18:54:59 CET,113.615,72,25/10/1993,1
62818,CA07581912114C118539E3C3567B0AD4,2022-11-07 20:48:42 CET,2022-11-07 20:48:42 CET,2022-11-07 20:49:49 CET,67.219,41,28/10/1989,2
62824,0866abce16a23ed6,2022-11-07 21:29:24 CET,2022-11-07 21:29:24 CET,2022-11-07 21:34:50 CET,325.914,90,27/07/1992,2
62830,5a20c005dacb31be,2022-11-07 22:52:57 CET,2022-11-07 22:52:57 CET,2022-11-07 22:54:49 CET,111.683,64,22/11/1993,2
62838,57AEB81930244DD1AA9DF06BDDC43712,2022-11-08 09:48:51 CET,2022-11-08 09:48:51 CET,2022-11-08 09:54:30 CET,339.077,53,29/11/1993,2
62840,4fe5b30a33d5e6f7,2022-11-08 10:08:24 CET,2022-11-08 10:08:24 CET,2022-11-08 10:10:32 CET,127.95,59,27/07/1995,1
62844,52B6B8BF4BA14C21B925F8A476A3E24E,2022-11-08 10:45:09 CET,2022-11-08 10:45:09 CET,2022-11-08 10:46:17 CET,68.241,43,20/12/1993,2
62845,bb720216c84f8dd4,2022-11-08 11:45:45 CET,2022-11-08 11:45:45 CET,2022-11-08 11:47:16 CET,91.025,58,02/02/1992,2
62846,4E7D6E3810604F97B3F3A18A54C9E396,2022-11-08 12:17:48 CET,2022-11-08 12:17:48 CET,2022-11-08 12:23:10 CET,321.492,96,22/10/1991,2
62850,74591cb2457773b4,2022-11-08 13:27:14 CET,2022-11-08 13:27:14 CET,2022-11-08 13:34:25 CET,431.459,157,26/09/1994,2
62863,89BBDD7D518B46249AA2ACDE6DE91946,2022-11-08 17:14:24 CET,2022-11-08 17:14:24 CET,2022-11-08 17:15:55 CET,91.082,62,27/07/1995,1
62869,AB54929336DA446A9F0C316F5C5F74F2,2022-11-08 18:29:27 CET,2022-11-08 18:29:27 CET,2022-11-08 18:30:53 CET,85.15,54,03/05/1995,2
62871,a6b5dea1db0c5363,2022-11-08 19:00:59 CET,2022-11-08 19:00:59 CET,2022-11-08 19:15:05 CET,846.223,186,04/07/1995,2
62877,05c855777e1f4611,2022-11-08 19:45:21 CET,2022-11-08 19:45:21 CET,2022-11-08 20:52:26 CET,4024.952,90,23/09/1994,1
62879,c606ccf048107bdc,2022-11-08 19:51:53 CET,2022-11-08 19:51:53 CET,2022-11-08 19:53:14 CET,80.971,59,02/02/1992,2
62890,dddc8802eeb8fb1a,2022-11-09 05:06:16 CET,2022-11-09 05:06:16 CET,2022-11-09 05:12:44 CET,387.536,76,08/01/1995,2
62893,7655f0668a5bc428,2022-11-09 10:40:43 CET,2022-11-09 10:40:43 CET,2022-11-09 10:50:21 CET,578.393,61,02/02/1996,1
62894,01CC0D6BF6ED440CB49D1F6E395DE35C,2022-11-09 11:11:30 CET,2022-11-09 11:11:30 CET,2022-11-09 11:15:57 CET,266.738,54,25/02/1993,2
62900,e872d9c94214de9a,2022-11-09 13:56:11 CET,2022-11-09 13:56:11 CET,2022-11-09 14:07:05 CET,654.098,50,08/01/1995,2
62905,d366dab86a3769ef,2022-11-09 15:00:28 CET,2022-11-09 15:00:28 CET,2022-11-09 15:02:37 CET,129.4,80,22/02/1983,2
62918,7D5ED6F0009448E78EC2DEB8E0235086,2022-11-09 17:55:47 CET,2022-11-09 17:55:47 CET,2022-11-09 18:01:04 CET,316.81,60,11/08/1994,2
62925,a4a72997a23ffea0,2022-11-09 19:16:05 CET,2022-11-09 19:16:05 CET,2022-11-09 19:19:23 CET,198.094,52,11/02/1995,2
62926,b65658fb0d5704a9,2022-11-09 19:26:26 CET,2022-11-09 19:26:26 CET,2022-11-09 19:34:24 CET,478.328,61,21/04/1995,2
62940,513393B835304ACC8434D75F4FD0F790,2022-11-10 07:42:03 CET,2022-11-10 07:42:03 CET,2022-11-10 07:48:16 CET,373.078,66,17/09/1992,1
62945,e71a1d20577c774c,2022-11-10 09:44:05 CET,2022-11-10 09:44:05 CET,2022-11-10 09:45:41 CET,96.382,62,19/07/1992,2
62948,CF99F61A8FE344DB824FC5D3E0E7ED90,2022-11-10 11:05:11 CET,2022-11-10 11:05:11 CET,2022-11-10 11:10:32 CET,321.263,71,29/06/1995,2
62952,E1878AD5AE6E4754A86276239BF6C331,2022-11-10 12:52:45 CET,2022-11-10 12:52:45 CET,2022-11-10 12:56:28 CET,223.182,56,10/09/1990,2
62962,93C01430923A4118A26CCE5D9A31B8C9,2022-11-10 14:13:26 CET,2022-11-10 14:13:26 CET,2022-11-10 14:14:38 CET,72.462,47,01/04/1995,2
62966,461ffa5063493b57,2022-11-10 16:25:12 CET,2022-11-10 16:25:12 CET,2022-11-10 16:27:17 CET,124.423,64,03/08/1987,2
62980,18FA9EB49A0F4E62816BF40876918216,2022-11-10 18:19:11 CET,2022-11-10 18:19:11 CET,2022-11-10 18:26:46 CET,455.171,133,28/03/1993,2
62984,4C37548113924BC8BE7FEB6DC107F1F4,2022-11-10 19:24:51 CET,2022-11-10 19:24:51 CET,2022-11-10 19:26:30 CET,99.214,48,02/05/1996,2
62990,735dba6812657b15,2022-11-10 23:29:45 CET,2022-11-10 23:29:45 CET,2022-11-10 23:32:01 CET,136.066,75,05/05/1987,1
62998,33F1A60A19744FDEA19CE10586518FA9,2022-11-11 10:26:22 CET,2022-11-11 10:26:22 CET,2022-11-11 10:33:35 CET,432.213,134,16/12/1987,1
62999,0F69A5DACCF14C68B66C7D0096E0363F,2022-11-11 10:27:11 CET,2022-11-11 10:27:11 CET,2022-11-11 10:40:46 CET,815.673,61,26/12/1990,2
63002,BD3A48FA9E7044688FBF55630A53B798,2022-11-11 10:47:56 CET,2022-11-11 10:47:56 CET,2022-11-11 10:50:08 CET,132.275,75,11/08/1994,2
63003,2a71321c2b76a36e,2022-11-11 11:55:16 +01,2022-11-11 11:55:16 +01,2022-11-11 12:06:43 +01,686.995,246,25/07/1990,2
63004,f116c9590b7e5cfc,2022-11-11 11:59:59 CET,2022-11-11 11:59:59 CET,2022-11-11 12:13:08 CET,789.115,75,11/06/1990,2
63007,21E51BE688B74528953FAE3634CC8F79,2022-11-11 13:36:26 CET,2022-11-11 13:36:26 CET,2022-11-11 13:38:32 CET,125.976,74,26/12/1990,2
63008,d0e504ef987fef8a,2022-11-11 14:34:10 CET,2022-11-11 14:34:10 CET,2022-11-11 14:43:34 CET,564.449,55,07/02/1994,2
63011,81b186e2c215c10d,2022-11-11 16:53:56 CET,2022-11-11 16:53:56 CET,2022-11-11 16:55:23 CET,86.264,44,17/07/1986,1
63018,a1b955563933dce8,2022-11-11 20:30:24 CET,2022-11-11 20:30:24 CET,2022-11-11 20:32:44 CET,139.688,94,31/03/1994,2
63028,64d2d05bb79420f3,2022-11-12 14:37:04 CET,2022-11-12 14:37:04 CET,2022-11-12 14:47:57 CET,653.613,64,28/04/1988,2
63029,13c34ac7cd5c5443,2022-11-12 15:14:48 CET,2022-11-12 15:14:48 CET,2022-11-12 15:17:55 CET,186.524,123,30/10/1995,1
63031,a545bbf6892cab07,2022-11-12 15:36:25 CET,2022-11-12 15:36:25 CET,2022-11-12 15:41:01 CET,275.616,74,24/02/1994,1
63033,FFB86919B5B3485499BA282C5C7965A1,2022-11-12 16:29:37 CET,2022-11-12 16:29:37 CET,2022-11-12 16:30:54 CET,77.244,51,23/01/1995,1
63039,13B3106C677B463F99B7068CF91DF1AD,2022-11-13 11:17:18 CET,2022-11-13 11:17:18 CET,2022-11-13 11:18:40 CET,81.797,53,09/12/1987,2
63047,fa03ded9c90464bf,2022-11-13 16:35:57 CET,2022-11-13 16:35:57 CET,2022-11-13 16:52:46 CET,1008.779,105,02/06/1994,2
63053,fec36c9c2a758a9d,2022-11-13 19:42:11 CET,2022-11-13 19:42:11 CET,2022-11-13 19:51:39 CET,568.19,77,10/06/1993,1
63057,983f499fde252ff4,2022-11-13 21:58:36 CET,2022-11-13 21:58:36 CET,2022-11-13 22:00:36 CET,119.546,43,06/09/1992,2
63065,e609e7fef6691fc5,2022-11-14 09:15:10 CET,2022-11-14 09:15:10 CET,2022-11-14 09:27:55 CET,764.922,75,10/01/1995,1
63069,06451d6638ff75ed,2022-11-14 10:23:03 CET,2022-11-14 10:23:03 CET,2022-11-14 10:37:31 CET,868.353,79,07/06/1993,2
63071,a2fb451c03552e56,2022-11-14 11:18:22 CET,2022-11-14 11:18:22 CET,2022-11-14 11:27:52 CET,570.465,64,05/06/1994,2
63083,60359ecd13eac9fc,2022-11-14 15:02:04 CET,2022-11-14 15:02:04 CET,2022-11-14 15:07:25 CET,321.234,46,02/08/1995,2
63268,D8D46ECA8A6B473C9E5F7E4B42642E2B,2022-11-15 08:19:31 CET,2022-11-15 08:19:31 CET,2022-11-15 08:22:07 CET,156.664,79,03/08/1987,1
63271,5cd02972f2499778,2022-11-15 08:53:16 CET,2022-11-15 08:53:16 CET,2022-11-15 08:59:07 CET,350.936,77,06/12/1991,2
63312,14118cd5f0fe53f1,2022-11-15 16:20:17 CET,2022-11-15 16:20:17 CET,2022-11-15 16:23:24 CET,187.455,53,26/08/1988,2
63385,f32d60ae0f12eace,2022-11-16 10:25:10 CET,2022-11-16 10:25:10 CET,2022-11-16 10:31:34 CET,383.862,59,26/09/1994,2
63398,eee065c75c069571,2022-11-16 12:21:17 CET,2022-11-16 12:21:17 CET,2022-11-16 12:25:19 CET,242.099,83,29/05/1991,2
63402,99dae1d1da15901d,2022-11-16 12:43:29 CET,2022-11-16 12:43:29 CET,2022-11-16 12:56:51 CET,802.326,96,25/02/1993,2
63410,8e1b842e0fb9000f,2022-11-16 14:18:09 CET,2022-11-16 14:18:09 CET,2022-11-16 14:22:35 CET,266.244,45,20/05/1996,2
63422,f2d2b1b1123573a1,2022-11-16 15:23:31 CET,2022-11-16 15:23:31 CET,2022-11-16 15:26:13 CET,162.255,79,06/01/1991,2
63426,9b75c67fd9794f8c,2022-11-16 15:44:58 CET,2022-11-16 15:44:58 CET,2022-11-16 15:46:58 CET,119.429,60,27/10/1988,2
63430,24C9EC2DD41247FE8638B026D4C3C8D0,2022-11-16 16:22:51 CET,2022-11-16 16:22:51 CET,2022-11-16 16:25:30 CET,158.875,69,11/01/1995,2
63445,FA835F4FEB774D719DA7A6B2140A4E45,2022-11-16 18:17:24 CET,2022-11-16 18:17:24 CET,2022-11-16 18:18:49 CET,84.925,58,24/03/1991,2
63453,6E0B7BFD03D443778361435BAE5CE022,2022-11-16 19:37:02 CET,2022-11-16 19:37:02 CET,2022-11-16 19:39:11 CET,128.755,49,06/01/1990,1
63454,7574EDA4811A4A719CBD596C3D7626D3,2022-11-16 19:40:41 CET,2022-11-16 19:40:41 CET,2022-11-16 19:42:12 CET,90.652,46,18/11/1989,1
63455,6A83D13FDA3B4985ABD0CC1D81B3CAC2,2022-11-16 19:42:17 CET,2022-11-16 19:42:17 CET,2022-11-16 19:47:24 CET,307.052,51,21/09/1990,2
63460,82C22DBBC0E949DCA2FFDEE22EA52061,2022-11-16 20:38:37 CET,2022-11-16 20:38:37 CET,2022-11-16 20:40:16 CET,99.82,66,25/02/1991,2
63463,0e5ef17ed0b7606b,2022-11-16 21:39:03 CET,2022-11-16 21:39:03 CET,2022-11-16 21:48:33 CET,569.675,73,07/05/1990,2
63467,21F0E32CE7634630AB7E4E015F96E358,2022-11-16 22:16:59 CET,2022-11-16 22:16:59 CET,2022-11-16 22:22:03 CET,303.609,59,24/05/1996,1
63489,4fd6f5fc1a43b5be,2022-11-17 08:18:32 CET,2022-11-17 08:18:32 CET,2022-11-17 08:31:13 CET,761.293,98,13/06/1992,1
63494,cec0d142fdc459af,2022-11-17 09:46:21 CET,2022-11-17 09:46:21 CET,2022-11-17 09:48:57 CET,155.528,55,14/04/1994,2
63496,FB6E1B3F9D404D7BA7FF6FBFF04D27B4,2022-11-17 09:56:47 CET,2022-11-17 09:56:47 CET,2022-11-17 10:08:24 CET,696.699,83,11/04/1991,2
63497,8611EDA27211434F942F8352515E5594,2022-11-17 10:43:11 CET,2022-11-17 10:43:11 CET,2022-11-17 10:47:24 CET,252.944,86,06/11/1992,1
63518,F5B05C817B2940FB8D4FF0596C55906C,2022-11-17 16:18:14 CET,2022-11-17 16:18:14 CET,2022-11-17 16:20:35 CET,141.069,98,10/09/1996,2
63530,a781afd473a37d60,2022-11-17 18:29:03 CET,2022-11-17 18:29:03 CET,2022-11-17 18:31:28 CET,145.054,75,23/01/1991,2
63585,f673c87f945e4b3c,2022-11-18 21:27:40 CET,2022-11-18 21:27:40 CET,2022-11-18 21:35:26 CET,465.733,83,03/08/1989,1
63593,707DE8559C9C496BA0560F8DCB31D362,2022-11-19 07:33:36 CET,2022-11-19 07:33:36 CET,2022-11-19 07:36:50 CET,194.446,91,12/06/1992,2
63604,ca620ac174929a98,2022-11-19 16:09:05 CET,2022-11-19 16:09:05 CET,2022-11-19 16:12:29 CET,203.981,82,05/06/1995,1
63619,af212eb6d55258fb,2022-11-19 20:28:19 CET,2022-11-19 20:28:19 CET,2022-11-19 20:34:18 CET,358.982,130,14/08/1986,2
63662,7918634378444B53BF31E7C4C7151CA0,2022-11-20 16:28:49 CET,2022-11-20 16:28:49 CET,2022-11-20 16:34:18 CET,329.171,82,26/05/1993,2
63670,eb5dc256fec27818,2022-11-20 18:47:51 CET,2022-11-20 18:47:51 CET,2022-11-20 18:49:43 CET,111.214,56,10/01/1995,2
63671,B2F2BF6D3EDF4B369F88BB09E66B174B,2022-11-20 19:42:24 CET,2022-11-20 19:42:24 CET,2022-11-20 19:45:57 CET,212.807,64,19/10/1991,2
63721,BE94AC77E5ED4B25A9A763CE61EB63B0,2022-11-21 20:43:27 CET,2022-11-21 20:43:27 CET,2022-11-21 20:52:09 CET,522.015,85,03/10/1993,1
63726,D1D388AD08C345B88BAC7962CAAC54B4,2022-11-21 22:41:54 CET,2022-11-21 22:41:54 CET,2022-11-21 22:43:23 CET,88.199,55,07/09/1996,2
63746,f0ca7abbcf29845f,2022-11-22 09:49:01 CET,2022-11-22 09:49:01 CET,2022-11-22 09:53:10 CET,249.747,68,10/07/1993,2
63783,A50471271D634959B227BFDE36B5A34F,2022-11-22 19:09:56 CET,2022-11-22 19:09:56 CET,2022-11-22 19:17:18 CET,441.351,46,07/05/1990,2
63784,cd423544062b695e,2022-11-22 20:09:47 CET,2022-11-22 20:09:47 CET,2022-11-22 20:23:06 CET,798.189,101,13/12/1994,2
63801,c406ac9c81450c7b,2022-11-23 07:47:30 CET,2022-11-23 07:47:30 CET,2022-11-23 07:53:52 CET,381.43,77,29/09/1988,1
63834,F980C8E4B7284CC4913018853A5C7AB2,2022-11-23 16:42:26 CET,2022-11-23 16:42:26 CET,2022-11-23 16:48:06 CET,340.521,97,22/04/1989,2
63835,e763337bae9936f5,2022-11-23 16:47:07 CET,2022-11-23 16:47:07 CET,2022-11-23 16:53:48 CET,401.613,51,25/09/1991,2
63846,30FF413A2975488B8B262B63E459BD5D,2022-11-23 18:02:56 CET,2022-11-23 18:02:56 CET,2022-11-23 18:05:13 CET,136.303,85,11/08/1992,1
63856,d95c9fb027b97c34,2022-11-23 20:02:33 CET,2022-11-23 20:02:33 CET,2022-11-23 20:05:00 CET,146.785,52,21/12/1991,1
63872,2E35754B77444332AAD8DD3CC38285D2,2022-11-24 18:47:59 AEDT,2022-11-24 18:47:59 AEDT,2022-11-24 19:38:52 AEDT,3053.595,87,17/09/1992,2
63879,251a162ee97bb929,2022-11-24 08:39:07 GMT,2022-11-24 08:39:07 GMT,2022-11-24 08:47:31 GMT,503.74,89,19/01/1989,2
63908,7fb93b72ac68d520,2022-11-24 10:27:28 CET,2022-11-24 10:27:28 CET,2022-11-24 10:32:25 CET,296.664,70,05/04/1990,2
63995,d6ca3eec1f0626d9,2022-11-24 16:20:36 CET,2022-11-24 16:20:36 CET,2022-11-24 16:26:28 CET,352.346,43,24/11/2022,2
63997,35c7d74b0cb684ab,2022-11-24 16:42:58 CET,2022-11-24 16:42:58 CET,2022-11-24 16:45:30 CET,151.882,77,07/12/1995,1
64035,2D4821BA1282446F852698CD8ACA5D09,2022-11-24 20:42:46 CET,2022-11-24 20:42:46 CET,2022-11-24 20:58:54 CET,967.948,83,07/02/1992,2
64051,6f4ec334ab4b4a60,2022-11-25 06:09:58 CET,2022-11-25 06:09:58 CET,2022-11-25 06:12:34 CET,155.356,91,15/01/1990,2
64053,4055460b838208de,2022-11-25 08:05:54 CET,2022-11-25 08:05:54 CET,2022-11-25 08:14:17 CET,502.162,61,03/02/1994,1
64057,a5aa6482002581a8,2022-11-25 08:54:43 CET,2022-11-25 08:54:43 CET,2022-11-25 09:00:07 CET,324.29,97,21/02/1995,2
64068,4c00de5d3ec924e0,2022-11-25 10:23:56 CET,2022-11-25 10:23:56 CET,2022-11-25 10:25:59 CET,123.301,74,10/10/1988,2
64084,49c6b11fb03a21b3,2022-11-25 13:59:26 CET,2022-11-25 13:59:26 CET,2022-11-25 14:07:42 CET,496.482,75,19/01/1989,2
64121,0530A35C6C1E4FF2B1D4297DB19509B3,2022-11-26 15:20:06 CET,2022-11-26 15:20:06 CET,2022-11-26 15:26:50 CET,404.934,80,21/06/1995,2
64143,0bbda5cdbca4971a,2022-11-26 18:11:05 CET,2022-11-26 18:11:05 CET,2022-11-26 18:19:40 CET,514.906,111,09/01/1987,2
64145,96B69778CC3E4FBB9EA5D4292258D820,2022-11-26 19:35:40 CET,2022-11-26 19:35:40 CET,2022-11-26 19:36:58 CET,77.886,50,19/02/1994,2
64168,d8a07d5fbfbf5ba6,2022-11-27 15:44:33 CET,2022-11-27 15:44:33 CET,2022-11-27 15:49:28 CET,295.054,78,24/07/1989,1
64169,556D6B099D874ABEBC80000D2BACE456,2022-11-27 16:07:13 CET,2022-11-27 16:07:13 CET,2022-11-27 16:14:53 CET,460.087,78,05/10/1993,2
64206,64230e9ccbdd8b86,2022-11-28 10:37:09 CET,2022-11-28 10:37:09 CET,2022-11-28 10:44:41 CET,451.943,43,08/09/1994,2
64209,8fc9f7f8f6364280,2022-11-28 10:46:04 CET,2022-11-28 10:46:04 CET,2022-11-28 10:49:58 CET,234.791,52,04/06/1996,2
64226,afcae38d699c4f25,2022-11-28 12:18:14 CET,2022-11-28 12:18:14 CET,2022-11-28 13:47:11 CET,5336.946,93,05/10/1993,1
64240,A9F33B5F7F894902A689D64DE910AE7C,2022-11-28 13:44:36 CET,2022-11-28 13:44:36 CET,2022-11-28 13:49:54 CET,318.431,77,29/05/1986,1
64247,67d6cf865cd94c3d,2022-11-28 14:28:34 CET,2022-11-28 14:28:34 CET,2022-11-28 14:29:46 CET,72.024,42,09/10/1995,1
64261,dc30768884fc31f4,2022-11-28 16:04:19 CET,2022-11-28 16:04:19 CET,2022-11-28 16:07:03 CET,163.946,57,15/09/1997,1
64263,94b2ec4610d482cb,2022-11-28 16:07:36 CET,2022-11-28 16:07:36 CET,2022-11-28 16:13:10 CET,334.451,50,03/11/1997,2
64270,24A52687410F46F3B6FF4BEC1A4F9A7A,2022-11-28 17:02:49 CET,2022-11-28 17:02:49 CET,2022-11-28 17:05:13 CET,143.583,68,11/05/1997,1
64283,E3B17DF8C4D540429A88BB7C77622117,2022-11-28 18:04:18 CET,2022-11-28 18:04:18 CET,2022-11-28 18:10:00 CET,341.872,83,14/10/1997,2
64288,187c4a132a9ce74d,2022-11-28 19:02:20 CET,2022-11-28 19:02:20 CET,2022-11-28 19:04:55 CET,155.575,85,11/12/1985,1
64292,cd354180d3f3e9d7,2022-11-28 19:15:36 CET,2022-11-28 19:15:36 CET,2022-11-28 19:21:11 CET,335.037,69,20/01/1993,2
64297,18cedc7c34f752e0,2022-11-28 19:37:41 CET,2022-11-28 19:37:41 CET,2022-11-28 19:39:17 CET,95.908,71,18/04/1998,2
64305,9AF6DBEB6C8A495482EC1AECAAD4DC2E,2022-11-28 21:17:46 CET,2022-11-28 21:17:46 CET,2022-11-28 21:29:51 CET,724.871,372,28/09/1997,1
64327,a4d18490473e7bde,2022-11-29 08:08:35 CET,2022-11-29 08:08:35 CET,2022-11-29 08:13:50 CET,314.913,286,19/04/1995,2
64328,96F98F3858FE4046BD485EA036270E6D,2022-11-29 08:25:52 CET,2022-11-29 08:25:52 CET,2022-11-29 08:28:07 CET,134.616,67,07/12/1987,2
64330,14BE988E340C4D1F9DBADF06DAFCA1CD,2022-11-29 09:51:53 CET,2022-11-29 09:51:53 CET,2022-11-29 10:01:39 CET,585.74,73,26/05/1997,2
64332,385967fbd0f2f134,2022-11-29 10:02:41 CET,2022-11-29 10:02:41 CET,2022-11-29 10:06:33 CET,232.533,93,04/09/1997,2
64351,e04de5aa3c5e8f37,2022-11-29 13:31:48 CET,2022-11-29 13:31:48 CET,2022-11-29 13:39:06 CET,438.099,79,08/07/2004,1
64354,1A1D57183C1C43BC808AABB8ADB7377D,2022-11-29 14:11:42 CET,2022-11-29 14:11:42 CET,2022-11-29 14:13:17 CET,95.47,59,14/02/2001,2
64359,BBBD8F65189D4B398127F477E9D77F82,2022-11-29 14:46:36 CET,2022-11-29 14:46:36 CET,2022-11-29 14:51:03 CET,267.109,54,12/02/1997,1
64361,7A06E2DA6D9E4CF588873B43BE235532,2022-11-29 15:06:10 CET,2022-11-29 15:06:10 CET,2022-11-29 15:09:50 CET,219.523,48,22/06/2004,2
64371,F12508464E034FAD946DBB43934BE73C,2022-11-29 16:32:32 CET,2022-11-29 16:32:32 CET,2022-11-29 16:34:49 CET,136.634,71,03/12/1997,2
64373,4700ffed7e6f9238,2022-11-29 16:39:02 CET,2022-11-29 16:39:02 CET,2022-11-29 16:47:07 CET,485.215,247,03/12/2004,2
64378,69baa528ce8de085,2022-11-29 18:38:41 CET,2022-11-29 18:38:41 CET,2022-11-29 20:33:11 CET,6869.89,43,12/12/2003,2
64379,2D80AB4F520D48DC90F7688FD69BAFFA,2022-11-29 18:51:39 CET,2022-11-29 18:51:39 CET,2022-11-29 18:57:23 CET,343.939,72,11/03/2003,1
64380,B40AA52245314EBAB67F2EF16976B273,2022-11-29 19:50:00 CET,2022-11-29 19:50:00 CET,2022-11-29 19:52:34 CET,153.523,45,17/08/2004,2
64381,AA1AF1FC1E6C4B0284B26DFFB6785754,2022-11-29 20:19:51 CET,2022-11-29 20:19:51 CET,2022-11-29 20:21:50 CET,119.619,93,07/09/1997,2
64382,2A0E6177EBBE4560A95F4B311CF42802,2022-11-29 20:33:14 CET,2022-11-29 20:33:14 CET,2022-11-29 20:35:01 CET,107.598,65,13/08/2004,2
64386,E330D04601944BD78EBF6361A7C2A036,2022-11-29 21:46:19 CET,2022-11-29 21:46:19 CET,2022-11-29 21:52:23 CET,364.25,69,06/03/1995,2
64396,9268fefd564e4ad5,2022-11-30 08:01:16 CET,2022-11-30 08:01:16 CET,2022-11-30 08:04:10 CET,174.345,70,08/01/2004,2
64397,658D6550EEB8474C9C67780130319ADC,2022-11-30 09:13:32 CET,2022-11-30 09:13:32 CET,2022-11-30 09:20:29 CET,417.41,77,23/09/2003,2
64398,380e6a680f9321d5,2022-11-30 09:24:43 CET,2022-11-30 09:24:43 CET,2022-11-30 09:43:39 CET,1136.512,84,04/02/1998,1
64411,0551c0c8f09f89af,2022-11-30 15:14:00 CET,2022-11-30 15:14:00 CET,2022-11-30 15:23:37 CET,577.378,88,31/07/1995,2
64419,2115DB083CB84D71B6F854EE8E9AD841,2022-11-30 16:32:28 CET,2022-11-30 16:32:28 CET,2022-11-30 16:33:53 CET,84.482,50,27/10/1994,2
64438,a891f7d5a501169f,2022-11-30 19:06:13 CET,2022-11-30 19:06:13 CET,2022-11-30 19:14:09 CET,476.092,70,02/11/2004,2
64441,1DA849953AAE406C94BCDD6A19EAAC2A,2022-11-30 20:56:36 CET,2022-11-30 20:56:36 CET,2022-11-30 21:58:10 CET,3693.815,233,04/09/1997,2
64442,80B181A91DCD47B591225A8DC5BAB225,2022-11-30 21:59:12 CET,2022-11-30 21:59:12 CET,2022-11-30 22:01:44 CET,152.03,54,23/06/2004,2
64445,DAFCE155A20B436DBB3F453D3CACBBA2,2022-11-30 22:18:47 CET,2022-11-30 22:18:47 CET,2022-11-30 22:23:38 CET,291.07,266,04/12/2004,2
64451,CCE50B2BF2E843719E49E11FB91B52B6,2022-12-01 08:15:46 CET,2022-12-01 08:15:46 CET,2022-12-01 08:17:29 CET,103.661,60,07/03/2004,1
